comment_text,label,weak_label,confidence,depression_score,matched_keywords,text,source,weight
"Mình và anh quen nhau đc hơn 2 năm, dù đôi khi trong lòng bộn bề toan tính cũng có lúc muốn buông tay, có nhiều khi mọi thứ trong cuộc sống muốn chúng mình dừng lại, tính cách, tôn giáo, văn hoá…. Đủ thứ…. Cho đến 1 ngày mình đi xóc quẻ, ai cũng khen quẻ đẹp, tài chính, công việc mọi thứ đều ổn, và đặc biệt người đàn ông tiếp theo sẽ là 1 người giàu có và hỗ trợ mình rất nhiều…. Tự nhiên sợ việc đánh mất anh. Anh đến với mình không phải quãng thời gian tươi đẹp nhất, cũng ko phải người cưng chiều mình nhất, …. Nhưng là người vì mình mà nỗ lực nhất…. Thật hi vọng có thể cùng nhau bình bình an an mà già đi…",0,,,-2,,,,
"Khi em xem những video chia sẻ này của chị cũng là lúc em từ bỏ mạng xã hội và những mối quan hệ không cần thiết. vì bản thân em đang nhận ra mình đang dần bị sự ích kỉ , đố kị mà mạng xã hội mang đến , những buồn vui của mình cũng dần bị mạng xã hội chi phối, và dường như em càng khép mình lại hơn , gần như là trầm cảm. Em quyết định từ bỏ mạng xã hội và tập trung vào việc học ngoại ngữ , dậy sớm tập thể dục và đọc sách . thật sự cảm ơn chị rất nhiều . mong chị sẽ ra nhiều video như này .",1,,,3,,,,
Đừng nói yêu nếu chưa thực sự hiểu,0,,,0,,,,
Lên bản mix luôn ông già êy,0,uncertain,low,0,,,,
logo che cả dòng chữ rôi,0,uncertain,low,0,,,,
Chị nhỏ xinh gái quá 😊,0,uncertain,low,0,,,,
"Nhìn vậy chứ Quân đội của Tranistra (tên dài nên ghi tắt) yếu quân ít, vũ khí ít và sài thời Liên Xô . Cũng may là nhờ có quân Nga tình nguyện đóng ở đó nên họ vẫn tồn tại được cơ mà cũng ko đoán được Ukraine có thể bất ngờ mở 1 cuộc tấn công vào Tranistra để Tạo ""Chiến Thắng Trên Truyền Thông"" cơ mà chừng nào thua đau quá ở Donbass và Kursk thì có thể điều tôi nói sẽ xảy ra",0,,,-2,,,,
Những người không tìm thấy cho mình đích đến của cuộc sống thì họ đều cảm thấy cuộc sống của mình là vô nghĩa. CTCM đã ban cho chúng con được nhận biết đích đến của mình là quê hương NTĐ. Chúng con được hạnh phúc vì ĐCT CM đã ban cho con đường đi vào SS đời đời. ĐCT CM đã ban cho chúng ta lời hứa đi vào NTĐ. CTCM đời đời! Amen!,0,,,5,,,,
Tiền tỷ nghe nó uy hơn tiền triệu,0,uncertain,low,0,,,,
ai cũng có thể ko tốt với bạn. nhưng chính bản thân mình ko dc bỏ rơi bản thân,0,uncertain,low,0,,,,
2h em chưa ngủ đc nên comment nè :)))),0,,,0,,,,
"Vẫn còn y em nhưng a đành phải nói lời chia tay , bởi vì a k còn là người quan trọng với e nữa ,😰😞😞😞",0,,,0,,,,
Phải con dâu thời nay mà mẹ chồng như thế nó đã cho đi gặp tổ tiên rồi,0,,,0,,,,
E chưa bao giờ hiểu được a yêu e cần e như thế nào...với a e là tất cả😥😥với e a chẳng là gì💔💔💔,0,,,0,,,,
Kể kiểu gì mà cứ dì lại chị lại có con lại các em chả biết như thế nào,0,uncertain,low,0,,,,
Còn 14 ngày nưã 2k1 thi đại học r.... Áp lực mệt mỏi lắm nhưng hãy cố lên nhé . Chúc mình có một kì thi thành công và không phải hối tiếc <3,0,,,6,,,,
"Đã bao giờ bạn rơi vào trạng thái cô đơn, muốn chia sẻ tâm sự của chính mình với ai đó. Bạn cần một người lắng nghe tâm sự của bạn nhưng bạn không muốn chia sẻ cho gia đình, bạn bè vì sợ họ lo lắng",1,uncertain,low,3,cô đơn,,,
Nói chung là ai cũng có hết á có người ko bị là thần thánh òi🙃🙃🙃,0,,,0,,,,
"Theo tôi, bất cứ lựa chọn cũng ảnh hưởng không ích gì nhiều đến tương lai mọi người biết không tôi luôn chạy đua với thời gian nhưng nhờ xem vào những video bổ ích như thế này đâu đó tôi vẫn cảm thấy vô tư như một đứa trẻ Năm nay tôi 24 tuổi bố mẹ tôi >50 tuổi rồi tôi muốn giàu thực nhanh và kiếm rất nhiều tiền để có thể hỗ trợ mấy đứa em còn nhỏ không được đầy đủ, giúp bố mẹ tôi đỡ vất vả và khiến họ trở nên tận hưởng cuộc sống ở độ tuổi còn lại. Tôi thừa biết rằng bố mẹ sẽ ko mãi ở bên tôi và đối với tôi, gia đình là điều quan trọng nhất không có gì thay thế được. Vì vậy, những bạn trẻ nên biết yêu thương và quan tâm những người yêu thương nha đừng bao giờ để họ ko gần bên ta rồi mới hối hận",0,,,-2,,,,
Hóng ra beat karaoke coevr mà không thấy,0,,,0,,,,
Em yêu anh togatv rất là nhiều ❤❤😊,0,uncertain,low,0,,,,
Không biết anh Duy sinh tồn thế nào.,0,,,0,,,,
Nhiều người bị mất ngủ lắm thầy ơi! Con rất cảm ơn bài thuốc của thầy ạ. A Di Đà Phật🙏🙏🙏,0,uncertain,low,1,mất ngủ|cảm ơn,,,
"Trước tiên, con cảm ơn chú Phương về những kiến thức và năng lượng chú truyền tải trong cuộc nói chuyện. Nghe cuốn lắm ạ, chỉ muốn chị Minh hỏi nữa, chú nói tiếp thôi. Thực sự con mới chỉ hiểu cỡ khoảng 70% những gì chú nói, nhưng con sẽ nghe lại vài lần nữa để có thể hiểu hết. Chúc chú sức khỏe và mong chú sẽ có tập tiếp theo với Vietcetera ạ. Tiếp theo, em cảm ơn chị Minh với sự dẫn dắt không thể nào mượn hơn. Em luôn thích cách chị trò chuyện với khách mời cùng với những câu hỏi cực hay và tinh tế (đôi khi là khá hack não với em). Chúc chị sức khỏe và luôn giữ vững phong độ ạ. Cuối cùng là cảm ơn Vietcetera đã mời chú Phương, lâu lắm rồi mới nghe được tập podcast hay quá trời.",0,normal_auto,high,-4,hay quá|cảm ơn,,,
hôm nay... à không 2 3 tiếng trước là 1/4 mxh chuyền nhau về câu chuyện cậu bé kết thúc cuộc đời của mình qua khung cửa sổ... tui lại tìm đến video này. một nơi mà có 1 người cho tui nghe về câu chuyện của họ...,0,,,5,,,,
Vừa nhìn máy chơi game vừa học🤯,0,,,0,,,,
Đấu trường âm nhạc đã đưa e tìm đến a đây kkk🤣🤣,0,uncertain,low,0,,,,
Ong nay noi chuyen tao lao qua …!,0,,,0,,,,
Cầm ơn ban đã tư vấn rất hay,0,normal_auto,high,-4,cảm ơn|rất hay,,,
Không ra gì cũng hỏi xin chương trình đừng trả lời,0,,,-2,,,,
Cô đơn chất lượng cao là Có thật!!!,0,,,3,,,,
Tram cam rat kho chua tri ...minh bi sau sinh nay da 6 nam...moi ngay doi voi minh that dang so..anh huong cuoc song..gio minh kha hon nhieu..nho an uong the duc va thien dinh...met moi dau kho lam cac ban,1,depression_auto,high,8,trầm cảm|mệt mỏi,,,
22/7/2019 ai còn nghe hk,0,,,0,,,,
thank kiuuu❤❤❤,0,uncertain,low,0,,,,
Rớt nước mắt 4:39,0,,,0,,,,
Anh có sao không,0,uncertain,low,0,,,,
"kbt có bạn nào đọc đc cmt của mik ko nma có lẽ bạn vào đc vid này cg đã ghét bản thân mik.Tui cũng v ak,ê tr t thề t ghét t vãi ấy nma nhiều khi t snghi là có thể ko ai thik bản thân mik mà chính mik cg ko thik mik,ghét chính mik.Nma chính bạn cg ghét ns thì có lẽ ns rất đáng thương đko,ns ko đc ai trân trọng,yêu quý.Tội ns nhỉ.Nếu bản thân mik thay đổi đc cái gì thì hay cố gắng nhé,vd như giảm cân ,bị mụn nè,... Mik bt sẽ có những cái kp gu của bản thân mik nma sẽ có lúc mik sẽ ko thấy mik tệ nthe đko nàooo.Có lần mik nghĩ rằng nếu h mik sống 1 mik,mik sống cho mik thì xấu hay đẹp chả còn qtrong nx (kiểu sống 1 nơi kco ai ấy ) . Nếu có ai toxic bạn khiến b tự ti thì chính ns đang siêu tự ti bên trong mik ms lấy ngk ra làm trò an ủi bản thân.Nma cũng chx chắc khi bạn bt chăm sóc,yêu thương bản thân lại thua mấy bạn đấy đâu.Và nói chung ko ai có quyền phán xét bạn cả,m cứ kệ đi,làm những điều bản thân thik là tốt nhất.""MÌNH SỐNG CHO MÌNH CHỨ HỌ KHÔNG SỐNG CHO MÌNH ĐÂU "".Sẽ có 1so bạn nghĩ mik lạc quan nma ko nhé,mik siêu tiêu cực ấy,nchug là mik theo hướng sự thật và có nhiều lần làm tổn thương ngk ấy.Nma thôi ks đâu nè,cố lên nhé những bông hoa xih đẹp của đời mik",1,depression_auto,high,9,tự ti|ghét bản thân|tổn thương|cố lên,,,
Còn ai nghe bài này nx ko,0,,,0,,,,
"Mình không muốn gặp bất kì ai hết. Mình không muốn nói nhiều, chỉ muốn ngủ mãi thôi. Mình cố gắng ổn nhưng mình ngày càng tiêu cực trống rỗng. Mình có suy nghĩ tự tử, nhưng nghĩ tới mình lại khóc. Mình cảm giác k ai hiểu mình cả, một mình mình đơn độc.",1,depression_auto,high,13,tự tử|muốn ngủ mãi|trống rỗng,,,
25/2/2024 còn ai nghe k ạ thoáng cái gần 30t rồi vẫn còn nge đi nghe lại😅,0,,,0,,,,
"""con thành công là do con không nổ lực đó"" vậy đối với mẹ khi nào mới là thành công?!?",0,,,0,,,,
Mình có các triệu chứng. Căng thẳng . Hoa mắt chóng mặt. Buồn nôn n tê tay chân . Nặng ngực khó thở. Đi khám thì bsi nói mình bị TRẦM CẢM . Chẳng có sức lực làm gì cả. Thế bây giờ mình phải làm gì. Ai có thể giúp mình với 😢,1,depression_auto,medium,5,trầm cảm,,,
"“Thư giãn là nghỉ ngơi theo cách mình thích nhất, phù hợp với điều kiện sống...” ghi lại để không bị đua đòi thư giãn theo kiểu người khác ạ. Xem video của chị Giang mà em lại có cảm giác- giống cảm giác chị đi Thái Lan, biết đến vùng đất khác, những con người khác có những thứ khác mình. Video hay với vui quá, cảm ơn chị.",0,normal_auto,high,-6,video hay|cảm ơn|vui quá,,,
"suy nghĩ giống a pew,suy nghĩ đơn giản ,nhưng ng khác bảo bị khác người :))",0,uncertain,low,0,,,,
"Vài năm truớc , tôi có 1 chiếc điện thoại ,chỉ có thể lưu đuợc 200 tin nhắn bên trong là biết bao nhiêu hồi ức khó quên.mỗi lần đầy 200 tin đều phãi suy nghĩ lại rớt nhiều lần xem phãi bỏ đi cái nào . lúc đó chỉ muốn có 1 chiếc điện thoại có thể chứa đuợc 500 tin.. bây giờ tôi muốn có 1 chiếc điện thoại với bộ nhớ siêu lớn..NHƯNG KHÔNG TÌM ĐUỢC ..nguời có thể cùng tôi gửi 200 tin nhắn đó nửa !",0,,,0,,,,
"6/9/2024 Gửi Tôi Tương Lai 32 Tuổi. Đã gần 4 năm chưa về thăm Ba Mẹ. Nợ 1.5 Tỷ. Bạn bè xa lánh, gia đình mất niềm tin….chỉ có vk luôn luôn tin tưởng con đường Tôi chọn vô điều kiện. Giai đoạn tuyệt vọng nhất của cuộc đời vẫn may mắn vì còn có bản thân luôn kiên định, nỗ lực và môt người vợ biết thấu hiểu yêu thương. Còn nhiều điều chưa được hoàn thành nên tuyệt đối không bao giờ bỏ cuộc nhé. ( còn hy vọng luôn còn con đường). Lời hẹn 3 năm 6/9/2027 sẽ thay đổi tất cả. Tôi ở tương lai nếu có đọc được những dòng này thì hãy luôn nhớ và trân trọng những gì đã trải qua. Hãy quý trọng những gì đang có nhé Tôi ơi. Chúc cho cả nhà luôn vững vàng, chân cứng đá mềm. Vạn sự bình an.",0,depression_auto,high,8,tuyệt vọng|mất niềm tin,,,
"Đúc kết khi nghe xong video của mình là: 1. Làm việc vì tiền là tự nhiên, chẳng có gì xấu hổ cả. 2. Đừng kỳ vọng quá nhiều vào công việc, cứ làm tốt việc trước mắt đã. 3. Nếu công việc khiến bạn kiệt quệ, hãy dứt khoát rời đi khi đã chuẩn bị đủ. 4. Chấp nhận hiện tại, làm việc vui vẻ là cách để cuộc sống đáng giá. 5. Đừng gồng mình sống, hãy thả lỏng và thuận theo dòng chảy cuộc đời. 6. Vứt bỏ kỳ vọng vào bản thân và người khác để sống nhẹ nhàng hơn. 7. Sống với ham muốn thấp, đón nhận cô đơn để tự do và hòa hợp. 8. Biết ơn mọi điều đến và đi, trân trọng từng khoảnh khắc sống. 9. Làm hết mình cho người khác cũng là làm điều tốt nhất cho chính mình. 10. Thấy giá trị trong khó khăn, vì nó mài giũa ý chí và con người bạn. Cảm ơn tác giả Nakamura Tsuneko và kênh Better Version đã chia sẻ những bài học sâu sắc, giúp mình nhìn đời nhẹ nhàng và ý nghĩa hơn!",0,uncertain,low,1,cô đơn|cảm ơn,,,
Bố kiểu thì ra là chúng màu chơi game à,0,,,0,,,,
bức tranh màu xanh lá cây nó quá là tươi đẹp làm e nghĩ đến 1 cuộc sống vui vẻ nếu không nói thì k thể nghĩ rằng 1 người trầm cảm lại có thể vẽ như vậy. Thật là tuyệt vời,0,,,3,,,,
Tôi tập bài hít thở mỗi ngày cam on kim ba,0,,,-2,,,,
"Đọc từng bức thư của các bạn,mình cảm thấy đồng cảm thật nhiều. Năm nay là năm cuối mình học cấp ba,đứng trước một kì thi THPTQG đầy khó khăn với nhiều thay đổi khiến mình cảm thấy áp lực và nghẹt thở.Lịch học luôn dày đặc,đối mặt với những bài kiểm tra,luôn phải cố gắng cân bằng cả ôn thi văn hoá và ôn năng khiếu.Tưởng chừng như với áp lực lớn như vậy thì bản thân sẽ được an ủi hay vỗ về,nhưng những điều nhận lại chỉ là những lời trách mắng về điểm số,so sánh đến từ những người thân yêu nhất.Điều đó khiến mình nhiều lúc muốn buông xuôi tất cả,nhưng rồi nhận ra bản thân còn cả một tương lai phía trước đang chờ.Vậy nên,mình cố gắng vực dậy tinh thần để tiến bước.Mình mong các bạn sẽ được bố mẹ yêu thương,đồng hành trong kì thi này và đạt được nguyện vọng mà mình ao ước.Nếu bạn giống như mình thì ôm bạn một cái,bạn đã chịu nhiều ấm ức rồi.Giờ là lúc chúng ta tiến lên để trở thành phiên bản tốt nhất của chính mình.Cố lên 2k8 <33 Bản thân mình từng bị bodyshaming về ngoại hình nên mình rất thương các bạn.Nếu không ai thương thì mình sẽ thương,dù chúng ta có lẽ chỉ là người lạ,vì các bạn là đều là những người rất đẹp.Mình cũng từng tự ti về ngoại hình của chính mình,đến nỗi ngay cả đứng trước gương cũng không dám,luôn cảm thấy mình thật xấu xí và có lẽ chẳng ai thương mình cả.Ngay cả người thân,họ hàng khi nhìn thấy mình chỉ toàn soi mói,bảo mình ''Béo như lợn'' hay ''giảm cân đi'' khiến mình luôn muốn né tránh.Những lúc ấy,chỉ có thể lén khóc một mình.Mẹ mình thì luôn nghe theo lời nói của người ngoài mà hùa theo chê bai mình.Khiến mình cảm thấy: Có lẽ mình không xứng đáng được yêu thương nhiều đến thế.Nhưng giờ,mình đã dũng cảm makeup,mặc một chiếc váy mình yêu thích mà trước giờ không dám mặc,ai cũng khen mình thật xinh.Tuy đó chỉ là một điều bình thường nhưng đối với mình,đó là một bước tiến rất lớn rồi. Mình hi vọng ai cũng sẽ được yêu thương và trân trọng 😘 Bởi vì các bạn đều xứng đáng được yêu và thấu hiểu <3",0,depression_auto,high,14,buông xuôi tất cả|áp lực|khóc một mình|tự ti|cố lên,,,
